i,t,m,Rural
905012325003802,2010-11,Mainland Other Urban,0
9050123250042,2008-09,Mainland Other Urban,0
905012325004201,2010-11,Mainland Rural,1
9050123250058,2008-09,Mainland Other Urban,0
905012325005801,2010-11,Mainland Other Urban,0
905012325005802,2010-11,Mainland Other Urban,0
905012325005803,2010-11,Mainland Other Urban,0
9050123250059,2008-09,Mainland Other Urban,0
905012325005901,2010-11,Mainland Other Urban,0
905012325005902,2010-11,Mainland Rural,1
9050123250081,2008-09,Mainland Other Urban,0
905012325008101,2010-11,Mainland Rural,1
905012325008102,2010-11,Mainland Other Urban,0
0906-001,2012-13,Dar Es Salaam,0
0907-001,2012-13,Dar Es Salaam,0
0909-001,2012-13,Dar Es Salaam,0
0910-001,2012-13,Dar Es Salaam,0
0910-006,2012-13,Dar Es Salaam,0
0911-001,2012-13,Dar Es Salaam,0
0913-001,2012-13,Dar Es Salaam,0
0914-001,2012-13,Dar Es Salaam,0
0914-104,2012-13,Mainland Rural,1
0915-001,2012-13,Dar Es Salaam,0
0915-003,2012-13,Mainland Other Urban,0
0916-001,2012-13,Dar Es Salaam,0
0917-001,2012-13,Dar Es Salaam,0
0917-002,2012-13,Dar Es Salaam,0
0918-001,2012-13,Dar Es Salaam,0
0921-001,2012-13,Dar Es Salaam,0
0922-001,2012-13,Mainland Rural,1
0923-001,2012-13,Dar Es Salaam,0
0923-002,2012-13,Dar Es Salaam,0
0924-001,2012-13,Dar Es Salaam,0
0925-001,2012-13,Dar Es Salaam,0
0926-001,2012-13,Dar Es Salaam,0
0927-001,2012-13,Dar Es Salaam,0
0928-001,2012-13,Dar Es Salaam,0
0929-001,2012-13,Mainland Other Urban,0
0930-001,2012-13,Dar Es Salaam,0
0931-001,2012-13,Dar Es Salaam,0
0932-001,2012-13,Dar Es Salaam,0
0933-001,2012-13,Dar Es Salaam,0
0933-003,2012-13,Mainland Rural,1
0933-004,2012-13,Mainland Other Urban,0
0934-001,2012-13,Dar Es Salaam,0
0936-001,2012-13,Dar Es Salaam,0
0936-005,2012-13,Dar Es Salaam,0
0937-001,2012-13,Dar Es Salaam,0
0938-001,2012-13,Dar Es Salaam,0
0939-001,2012-13,Dar Es Salaam,0
0940-001,2012-13,Dar Es Salaam,0
0941-001,2012-13,Mainland Rural,1
0942-001,2012-13,Dar Es Salaam,0
0943-001,2012-13,Dar Es Salaam,0
0943-002,2012-13,Dar Es Salaam,0
0944-001,2012-13,Mainland Rural,1
0944-002,2012-13,Mainland Rural,1
0945-001,2012-13,Dar Es Salaam,0
0947-001,2012-13,Dar Es Salaam,0
0948-001,2012-13,Dar Es Salaam,0
0949-001,2012-13,Dar Es Salaam,0
0950-001,2012-13,Dar Es Salaam,0
0950-005,2012-13,Dar Es Salaam,0
0950-006,2012-13,Dar Es Salaam,0
0951-004,2012-13,Mainland Other Urban,0
0951-005,2012-13,Mainland Other Urban,0
0951-007,2012-13,Dar Es Salaam,0
0953-001,2012-13,Dar Es Salaam,0
0954-001,2012-13,Mainland Rural,1
0955-001,2012-13,Dar Es Salaam,0
0955-005,2012-13,Dar Es Salaam,0
0956-001,2012-13,Dar Es Salaam,0
0956-003,2012-13,Dar Es Salaam,0
0957-001,2012-13,Dar Es Salaam,0
0957-005,2012-13,Dar Es Salaam,0
0958-001,2012-13,Dar Es Salaam,0
0959-001,2012-13,Dar Es Salaam,0
0960-001,2012-13,Dar Es Salaam,0
0961-001,2012-13,Dar Es Salaam,0
0962-001,2012-13,Dar Es Salaam,0
0963-001,2012-13,Mainland Other Urban,0
0964-001,2012-13,Dar Es Salaam,0
0965-001,2012-13,Dar Es Salaam,0
0966-001,2012-13,Dar Es Salaam,0
0967-001,2012-13,Dar Es Salaam,0
0968-001,2012-13,Dar Es Salaam,0
0969-001,2012-13,Dar Es Salaam,0
0970-001,2012-13,Dar Es Salaam,0
0971-001,2012-13,Mainland Other Urban,0
0972-001,2012-13,Dar Es Salaam,0
0972-002,2012-13,Mainland Other Urban,0
0973-001,2012-13,Dar Es Salaam,0
0974-001,2012-13,Mainland Other Urban,0
0975-001,2012-13,Dar Es Salaam,0
0976-001,2012-13,Dar Es Salaam,0
0976-002,2012-13,Dar Es Salaam,0
0977-001,2012-13,Dar Es Salaam,0
0978-002,2012-13,Dar Es Salaam,0
0979-001,2012-13,Mainland Other Urban,0
0981-001,2012-13,Dar Es Salaam,0
0982-001,2012-13,Dar Es Salaam,0
0983-001,2012-13,Dar Es Salaam,0
0984-001,2012-13,Dar Es Salaam,0
0986-001,2012-13,Dar Es Salaam,0
0987-001,2012-13,Mainland Rural,1
0988-001,2012-13,Dar Es Salaam,0
0990-001,2012-13,Dar Es Salaam,0
0991-001,2012-13,Dar Es Salaam,0
0992-001,2012-13,Dar Es Salaam,0
0993-001,2012-13,Dar Es Salaam,0
0994-001,2012-13,Mainland Other Urban,0
0996-001,2012-13,Mainland Other Urban,0
0998-001,2012-13,Dar Es Salaam,0
0999-001,2012-13,Dar Es Salaam,0
1000-001,2012-13,Dar Es Salaam,0
1000-001,2014-15,Mainland Rural,1
1000-003,2012-13,Dar Es Salaam,0
1001-001,2012-13,Dar Es Salaam,0
1001-001,2014-15,Mainland Rural,1
10010030040014,2008-09,Mainland Rural,1
1001003004001401,2010-11,Mainland Rural,1
10010030040029,2008-09,Mainland Rural,1
1001003004002901,2010-11,Mainland Rural,1
10010030040042,2008-09,Mainland Rural,1
1001003004004201,2010-11,Mainland Rural,1
10010030040181,2008-09,Mainland Rural,1
1001003004018101,2010-11,Mainland Rural,1
1001003004018102,2010-11,Mainland Rural,1
10010030040207,2008-09,Mainland Rural,1
1001003004020701,2010-11,Mainland Rural,1
10010030040293,2008-09,Mainland Rural,1
1001003004029301,2010-11,Mainland Rural,1
10010030040381,2008-09,Mainland Rural,1
1001003004038101,2010-11,Mainland Rural,1
10010030040455,2008-09,Mainland Rural,1
1001003004045501,2010-11,Mainland Rural,1
